name,arabic_name
Candy Shop,ãÊÌÑ ÇáÍáæì
Top Shoes,ÊæÈ ÔæÒ
Egyptian Bread,ÎÈÒ ãÕÑí
AM Al-Khalifa,ÚÈÏ ÇááØíÝ Âá ÎáíÝÉ
White Line,ÇáÎØ ÇáÃÈíÖ
Care Line Pharmacy,ÕíÏáíÉ ßíÑ áÇíä
ABA,ÇÈÇ
Magic Clean,ãÇÌíß ßáíä
Otto Care,ÃæÊæ ßíÑ
Nana Jiuce,äÇäÇ ÌíæÓí
Avon Cafï¿½,Avon Cafey?1/2
Color of Life,áæä ÇáÍíÇÉ
Dr. Health,ÏßÊæÑ åíáË
Best Touch Car Wash,ÃÝÖá ÛÓíá ÓíÇÑÇÊ íÚãá ÈÇááãÓ
Tile Clips,ãÞÇØÚ ÇáÈáÇØ
Red Wings,ÃÌäÍÉ ÍãÑÇÁ
Charity Neighborhood Pharmacy,ÕíÏáíÉ ÇáÍí ÇáÎíÑí
Baba,ÈÇÈÇ
Gardenias Hokail,ÌÇÑÏíäíÇÓ åæßíá
Arif,ÚÇÑÝ
Swedan,ÇáÓæíÏ
Le Lieu,áæ áíæ
Elikee,Åáíßí
Wedge,ÇÓÝíä
Adjustable Pliers,ßãÇÔÉ ÞÇÈáÉ ááÊÚÏíá
Milma,ãíáãÇ
Fuel Juice,ÚÕíÑ ÇáæÞæÏ
Naemi,ÇáäÚíãí
Boshiah and Sala,ÈæÔíÇ æÓÇáÇ
Williams And Tobacco,æíáíÇãÒ æÇáÊÈÛ
Big Best,ÈíÌ ÈíÓÊ
Bazuriyah,ÇáÒæÑíÉ
Yummy Cookies,ãáÝÇÊ ÊÚÑíÝ ÇáÇÑÊÈÇØ ÇááÐíÐÉ
Rashaqa Market,ÓæÞ ÑÔÞÉ
Nahj Al Qalam Stationary Library,ãßÊÈÉ äåÌ ÇáÞáã ÇáÞÑØÇÓíÉ
Mohamiz Coffee,ÞåæÉ ãÍãÏÒ
Beverly Dunots,ÈíÝÑáí ÏæäæÊÓ
Diamond Grills,ÇáãÔÇæí ÇáãÇÓíÉ
AHK,AHK
Faham Noor,ÝåÇã äæÑ
Venus Cafï¿½,ÝíäæÓ ßÇÝí¿1/2
Marsa AlBalad,ãÑÓì ÇáÈáÏ
Jinan Sweet,ÌíäÇä ÓæíÊ
Nabisaleh,äÈíÕÇáÍ
Perfect Level Master,ãÓÊæì ãËÇáí
Markas Al-Arif,ãÇÑßÇÓ ÇáÚÇÑÝ
Nights And Roses,áíÇáí ææÑæÏ
Sedress,Sedress
Muthain Fakher Dubai,ãËíä ÝÇÎÑ ÏÈí
Wafi Carwash,æÇÝí ááÛÓíá
The Egyptian World Food,ÇáÛÐÇÁ ÇáÚÇáãí ÇáãÕÑí
Tarouti,ÇáØÑæØí
Victoria Perfumes And Cosmetics,ÝíßÊæÑíÇ ááÚØæÑ æãÓÊÍÖÑÇÊ ÇáÊÌãíá
Price House (Al-Shamel),ÈÑÇíÓ åÇæÓ (ÇáÔÇãá)
Ankawa Iraqi,ÚäßÇæÇ ÇáÚÑÇÞíÉ
Shrimpy,ÌãÈÑí
Sallat Jerash,ÕáÇÊ ÌÑÔ
HAC,HAC
Eighty Eight Sweets And Juices,ËãÇäíÉ æËãÇäæä ÍáæíÇÊ æÚÕÇÆÑ
Aroos Al-Bahrain Jewellery,ãÌæåÑÇÊ ÚÑæÓ ÇáÈÍÑíä
ACIC,ACIC
Raei Pharmacy,ÕíÏáíÉ ÇáÑÚí
Saudi Deisel Equipment,ãÚÏÇÊ ÏíÒá ÇáÓÚæÏíÉ
Healthy Food,ØÚÇã ÕÍí
Anwar Al-Botor,ÃäæÑ ÇáÈÊæÑ
Mobile Store,ãÊÌÑ ÇáÌæÇá
Kokoro,ßæßæÑæ
Moon Shadow,Ùá ÇáÞãÑ
Shawarma 5,ÔÇæÑãÇ 5
BKS,BKS
Jawda Restaurant,ãØÚã ÌæÏÉ
Seema Fashion,ÓíãÇ ÝÇÔæä
Madad Shopping Center,ãÑßÒ ãÏÏ ááÊÓæÞ
Khan Ryhan,ÎÇä ÑíÍÇä
Mayar Supermarket,ãíÇÑ ÓæÈÑ ãÇÑßÊ
Crystal Paper,æÑÞ ßÑíÓÊÇá
Shawarma Madena,ÔÇæÑãÇ ãÏíäÉ
Sollï¿½r,Sollï¿1/2r
Wadi Al-Siraj,æÇÏí ÇáÓÑÇÌ
Mezzah,ãÒÉ
Shahi Chicken,ÔÇåí ÏÌÇÌ
Raey Samak,ÑÇí ÓãÇß
Manaret Al-Haramain Pharmacy,ÕíÏáíÉ ãäÇÑÉ ÇáÍÑãíä
Dental Eastern Smiles Lab,ãÎÊÈÑ ÇáÇÈÊÓÇãÇÊ ÇáÔÑÞíÉ áØÈ ÇáÃÓäÇä
Renewed,ãÌÏÏ
Fanoos,ÝÇäæÓ
Asida And Maraq,ÃÓíÏÇ æãÑÞ
Taib Tazaj New,ØíÈ ÊÒÇÌ ÌÏíÏ
Hazora Shawerma,åÒæÑÇ ÔÇæÑãÇ
Qufa Resturant,ãØÚã ÞæÝÇ
Boudl Hotels,ÝäÇÏÞ ÈæÏá
Pinjab Sweet,ÈäÌÇÈ ÓæíÊ
Ibn Zohir Clince,ÇÈä ÒåíÑ ßáíäÓ
the Palm Coffe,ÞåæÉ ÇáäÎíá
Ayar Flower,ÒåÑÉ ÚíÇÑ
Detective Store,ãÊÌÑ ÇáãÈÇÍË
Noor Charcoal New,äæÑ ÝÍã ÌÏíÏ
Farooj AbuAbed,ÝÑæÌ ÃÈæ ÚÇÈÏ
Fatheerath Shawarma,ÔÇæÑãÇ ÝÊÍÇÊ
The Big Boss,ÇáÒÚíã ÇáßÈíÑ
Ezz Trading Establishment,ãÄÓÓÉ ÚÒ ÇáÊÌÇÑíÉ
Mahafil Al Mesk,ãåÇÝíá ÇáãÓß
Tripper Inn,ÊÑíÈÑ Åä
Makhtaba AlMugtama,ãÎÊÈì ÇáãÛÊãì
Choco Crepe And Coffee,ßÑíÈ Ôæßæ æ ÞåæÉ
Asatir AlFarah,ÃÓÇØíÑ ÇáÝÑÍ
Punjab Sweets,ÍáæíÇÊ ÇáÈäÌÇÈ
Taxi Shawarma,ÊÇßÓí ÔÇæÑãÇ
Zaitoon,ÒíÊæä
Bofiya Nasayim Harref,ÈæÝíÉ äÓíã ÍÑíÝ
Bandary Al-Khaleej Supermarket,ÈÇäÏÑí ÇáÎáíÌ ÓæÈÑ ãÇÑßÊ
6:00 AM,0.25
Lamsah Hand,áãÓÉ åÇäÏ
AHL Al Zainabiya Grocery,ÈÞÇáÉ AHL ÇáÒíäÈíÉ
Maiz,ãíÒ
Star Charcoal,äÌãÉ ÇáÝÍã
Madadi,ãÏÇÏí
Shine Dental Lab,ãÎÊÈÑ ÔÇíä áØÈ ÇáÃÓäÇä
Sanabel Al-Shouk Bakery,ãÎÈÒ ÓäÇÈá ÇáÔæß
Gosto De Cafï¿½,[ÛæÓÊæ] Ïí ßÇÝí?1/2
Abaya Althuraya,ÚÈÇíÉ ÇáËÑíÇ
Fathera As Ssakhana,ÝÇÏÑÇ ãËá ÓÓÇÎÇäÇ
Cebu Market,ÓæÞ ÓíÈæ
Roma Castle,ÞáÚÉ ÑæãÇ
Kabsa wa Ibdam,ßÈÓÉ æÚÈÏÇã
Shawarma Mama,ÔÇæÑãÇ ãÇãÇ
Modawir Cafeteria,ßÇÝíÊÑíÇ ãÏæÇÑ
Nahar Markets,ÃÓæÇÞ ÇáäåÇÑ
Shalimar Restaurant,ãØÚã ÔÇáíãÇÑ
Fajr Saihat,ÝÌÑ ÓíÍÇÊ
Rivan Restaurant,ãØÚã ÑíÝÇä
Beach Gate Grocery,ÈÞÇáÉ ÈíÊÔ ÌíÊ
Healthy Yard,ÓÇÍÉ ÕÍíÉ
Baking Time,æÞÊ ÇáÎÈÒ
FAL Paper,æÑÞ FAL
The Green Coral,ÇáãÑÌÇä ÇáÃÎÖÑ
Grapeleaf,ÇáÚäÈ
Qaisoom,ÞíÓæã
Fit Food Restaurant,ãØÚã ÝíÊ ÝæÏ
Eighty Eight Car Wash,ËãÇäíÉ æËãÇäæä ÛÓíá ÓíÇÑÇÊ
Jamal,ÌãÇá
O Cafï¿½,íÇ ãÞåì¿1/2
Sif World Pastry,ÓíÝ ææÑáÏ ÇáãÚÌäÇÊ
Rathath Al-Sharq,ÑÇËÇÐ ÇáÔÑÞ
Echarp,ÅÊÔÇÑÈ
Carpet,ÓÌÇÏÉ
Vape Smog,ÇáÖÈÇÈ ÇáÏÎÇäí
Crep House,ßÑíÈ åÇæÓ
Rai Samak,ÑÇí ÓãÇß
Anseef Restaurant,ãØÚã ÃäÕíÝ
Hakuna Matata,åÇßæäÇ ãÇÊÇÊÇ
Dar Zaina,ÏÇÑ ÒíäÉ
Shawarma Dolma,ÔÇæÑãÇ ÏæáãÇ
We Care Hospirtal,äÍä äåÊã ÈÇáãÓÊäÞÝ
Maaliq,ÇáãÇáß
Hodhod World,ÚÇáã åÏåÏ
Set AlSham,ÓÊ ÇáÔÇã
Gulf Bridge Laboratory,ãÎÊÈÑ ÌÓÑ ÇáÎáíÌ
Baba Bakers Sweets,ÍáæíÇÊ ÈÇÈÇ ÈíßÑÒ
Cavolo,ßÇÝæáæ
Reyooq Cafï¿½,ãÞåì ÑíæÞ¿1/2
Khafji,ÇáÎÝÌí
Seeds Salad,ÓáØÉ ÇáÈÐæÑ
Almadi Trading Company,ÔÑßÉ ÇáãÇÏí ÇáÊÌÇÑíÉ
Muscle Food,ØÚÇã ÇáÚÖáÇÊ
Five Zero Five Connection,ÇÊÕÇá ÎãÓÉ ÒíÑæ ÝÇíÝ
Tune Cafï¿½,áÍä ÇáãÞåì¿1/2
Manar AlHaya Pharmacy,ÕíÏáíÉ ãäÇÑ ÇáÍíÇÉ
Cosz Burger,ßæÒ ÈÑÌÑ
Zamil Supply,ÇáÒÇãá ááÊæÑíÏ
Rowad Al Madar Maintenance Company,ÔÑßÉ ÑæÇÏ ÇáãÏÇÑ ááÕíÇäÉ
Savings Hall,ÕÇáÉ ÇáÊæÝíÑ
Bayda Food Stuff,ÈíÖÉ ááãæÇÏ ÇáÛÐÇÆíÉ
Maimona Restaurant,ãØÚã ãíãæäÉ
WAG,åÒ
Faroj Al Akabir,ÝÇÑæÞ ÇáÃßÈíÑ
Hayba,åíÈÉ
Taka Shawarma,ÊÇßÇ ÔÇæÑãÇ
Alfa Alkhaleej,ÃáÝÇ ÇáÎáíÌ
Skeek,Óßíß
Samoli Bar,ÓÇãæáí ÈÇÑ
Kees Falafel,ßíÓ ÝáÇÝá
Riccis Bakery,ãÎÈÒ ÑíÊÔíÓ
Ruwad Al-Madar Maintenance Company,ÔÑßÉ ÑæÇÏ ãÏÇÑ ááÕíÇäÉ
Litore,áíÊæÑ
Eva Company for Food Products,ÔÑßÉ ÅíÝÇ ááãäÊÌÇÊ ÇáÛÐÇÆíÉ
Kareem Restaurant,ãØÚã ßÑíã
Feasible Solutions,Íáæá ãÌÏíÉ
Healthy Box,ÕäÏæÞ ÕÍí
Naba Alsaha  Pharmacy,ÕíÏáíÉ äÈÃ ÇáÓÇÍÉ
Mohsin,ãÍÓä
Orjwan Flower,ÒåÑÉ ÃæÑÌæÇä
Le Chef,áæ ÔíÝ
Shams Al-Zohoor,ÔãÓ ÇáÒåæÑ
Sherpa,ÔíÑÈÇ
Ahyan Fashion,ÃåíÇä ÝÇÔæä
Bokhari Mobahar (MB),ÈÎÇÑí ãÈÍÑ (MB)
Sheep #1,ÇáÃÛäÇã # 1
Khaldi,ÇáÎÇáÏí
Kojo,ßæÌæ
Ladna Restaurant And Cafï¿½,ãØÚã æãÞåì áÏäÇ¿1/2
Mummy,ãæãíÇÁ
Madah,ãÏÇÍ
Bakhshuwan,ÈÎÔæÇä
Piccolo,Èíßæáæ
Taybat Al-Khair,ØíÈÉ ÇáÎíÑ
Rumanah Restaurant,ãØÚã ÑãÇäÉ
Pharmacy Dose,ÌÑÚÉ ÇáÕíÏáíÉ
Donut Corner,Ñßä ÇáÏæäÇÊ
Sambosati,ÓÇãÈæÓÊí
Alnoor,ÇáäæÑ
Eclipse,ßÓæÝ
Moasisat Qamar,ãÔÇÑßÇÊ ÞãÑ
KO Brosted,ßæ ÈÑæÓÊÏ
Diet Plan,ÎØÉ ÇáäÙÇã ÇáÛÐÇÆí
Supplement Time,æÞÊ ÇáãáÍÞ
ALKARAM,ÇáßÑã
Jazz,ÌÇÒ
Quma Al-Lahmo,ÞæãÉ ÇááÍãæ
Rawnd Hotel,ÝäÏÞ Rawnd
Koshari Hend,ßæÔÇÑí åäÏ
6 Pack Way,6 ÍÒãÉ ØÑíÞÉ
MN Trading,MN ááÊÌÇÑÉ
Hilal Al-Sharqi,åáÇá ÇáÔÑÞí
Plant,äÈÇÊ
Nasthi Zero,äÇÔËí ÒíÑæ
ASL Al-Bukhari,Ãåá ÇáÈÎÇÑí
Razizati,ÑÇÒíÒÊí
Moasisat Al-Aqeel,ãÔÇÑßÇÊ ÇáÚÞíá
Eileen,Çíáíä
Wash N Go,ÛÓá N Go
Salat Bit Al-Falafel,ÕáÇÉ ÈíÊ ÇáÝáÇÝá
Locate Market,ÊÍÏíÏ ãæÞÚ ÇáÓæÞ
Bar Code,ÇáÈÇÑßæÏ
Shawarma Barrel,ÔÇæÑãÇ ÈÑãíá
Century Wedding Center,ãÑßÒ ÒÝÇÝ ÇáÞÑä
Modern Sources Company,ÔÑßÉ ÇáãÕÇÏÑ ÇáÍÏíËÉ
Legabo,áíÌÇÈæ
Siyhad Foodstuff Company,ÔÑßÉ ÓíåÇÏ ááãæÇÏ ÇáÛÐÇÆíÉ
Genetic Group,ÇáãÌãæÚÉ ÇáæÑÇËíÉ
Tadawi Hospital,ãÓÊÔÝì ÇáÊÏÇæí
Natfah,äÊÝÇÉ
Diet Mix,ÏÇíÊ ãíßÓ
Falawath Plastic,ÝáæÇË ÈáÇÓÊíß
CDI Products,ãäÊÌÇÊ CDI
Turquoise Carwash,ÛÓíá ÇáÓíÇÑÇÊ ÇáÝíÑæÒí
Talat Jabal,ØáÚÊ ÌÈá
Chicken Express,ÏÌÇÌ ÇßÓÈÑÓ
Senparts,Senparts
Lightech,áÇíÊíß
Grand Darbar,ÌÑÇäÏ ÏÑÈÇÑ
Sixty-Three Auto Spare Parts,ËáÇËÉ æÓÊæä ÞØÚ ÛíÇÑ ÓíÇÑÇÊ
Mataam Gamar,ãÊÇã ÌãÇÑ
Hospitality Palace,ÞÕÑ ÇáÖíÇÝÉ
Fariq,ÝÇÑÞ
Shubak Omdah,ÔæÈß ÃãÏÉ
Zad AL Bahrain,ÒÇÏ ÇáÈÍÑíä
Dakah Sport,ÏßÉ ÓÈæÑÊ
Takyah Sheef,ÊÞíÉ ÔíÝ
Khobs Masah Matwe,ÎæÈÓ ãÇÓÇå ãÇÊæí
Toasters,ÇáãÍÇãÕ
Sowailah,ÓæíáÉ
Mr. Diet,ÇáÓíÏ ÏÇíÊ
Sikka,ÓßÉ
Riyaah Alsalam Restaurant,ãØÚã ÑíÇÉ ÇáÓáÇã
Lechy,áíÊÔí
Shamel Falafil,ÔÇãá ÝáÇÝá
Tharaa Bookstore,ãßÊÈÉ ËÑÇÁ
Farooj One,ÝÑæÌ æä
Jaz,ÌÇÒ
Textile Fabrics,ÃÞãÔÉ ÇáäÓíÌ
Hayat Al-Waraq Factory,ãÕäÚ ÍíÇÉ ÇáæÑÇÞ
Bahryat Express,ÇáÈÍÑíÇÊ ÇßÓÈÑíÓ
Hala Elhelw,åÇáÉ ÇáÍáæ
Atyaf Al-Nakhat,ÃØíÇÝ ÇáäÎØ
Hana,åäÇÁ
Mashtal Al-Ghadeer,ãÔÊá ÇáÛÏíÑ
Shawarma Hazwra,ÔÇæÑãÇ åÒæÑÇ
ONS Sweet,ONS Íáæ
Boied,ÈæíÏ
Dar Afia Bahrain,ÏÇÑ ÚÇÝíÉ ÇáÈÍÑíä
Mudeef Resturant HID,ãÏíÝ ãØÚã HID
Almaha,ÇáãåÇ
Narges Flower,ÒåÑÉ ÇáäÑÌÓ
General Stores,ÇáãÊÇÌÑ ÇáÚÇãÉ
Munawer,ãäæÑ
Pastries And Bakeshop,ÇáãÚÌäÇÊ æÇáãÎÈÒ
KWATIM RESTURANT/BASSAM,ãØÚã ßæÇÊíã / ÈÓÇã
ALQIMAH CENTER(TOP)/MOHD.MANSOOR,ãÑßÒ ÇáÞãÉ(ÃÚáì) / ãÍãÏ ÇáÏÝÇÚ. ãäÕæÑ
HARAT RAHAL BAKERIES & SWEET,ãÎÇÈÒ ÍÑÇÊ ÑÍÇá æÇáÍáæíÇÊ
Lamsat Shahad (LS),áãÓÇÊ ÔåÏ (LS)
Oasis Saving for Everything Centre,ãÑßÒ ÇáæÇÍÉ ááÊæÝíÑ áßá ÔíÁ
