name,arabic_name
Gardenias Hokail,ÌÇÑÏíäíÇÓ åæßíá
Arif,ÚÇÑİ
Swedan,ÇáÓæíÏ
Le Lieu,áæ áíæ
Elikee,Åáíßí
Wedge,ÇÓİíä
Adjustable Pliers,ßãÇÔÉ ŞÇÈáÉ ááÊÚÏíá
Milma,ãíáãÇ
Fuel Juice,ÚÕíÑ ÇáæŞæÏ
Naemi,ÇáäÚíãí
Boshiah and Sala,ÈæÔíÇ æÓÇáÇ
Williams And Tobacco,æíáíÇãÒ æÇáÊÈÛ
Big Best,ÈíÌ ÈíÓÊ
Bazuriyah,ÇáÒæÑíÉ
Yummy Cookies,ãáİÇÊ ÊÚÑíİ ÇáÇÑÊÈÇØ ÇááĞíĞÉ
Rashaqa Market,ÓæŞ ÑÔŞÉ
Nahj Al Qalam Stationary Library,ãßÊÈÉ äåÌ ÇáŞáã ÇáŞÑØÇÓíÉ
Mohamiz Coffee,ŞåæÉ ãÍãÏÒ
Beverly Dunots,ÈíİÑáí ÏæäæÊÓ
Diamond Grills,ÇáãÔÇæí ÇáãÇÓíÉ
AHK,AHK
Faham Noor,İåÇã äæÑ
Venus Cafï¿½,İíäæÓ ßÇİí¿1/2
Marsa AlBalad,ãÑÓì ÇáÈáÏ
Jinan Sweet,ÌíäÇä ÓæíÊ
Nabisaleh,äÈíÕÇáÍ
Perfect Level Master,ãÓÊæì ãËÇáí
Markas Al-Arif,ãÇÑßÇÓ ÇáÚÇÑİ
Nights And Roses,áíÇáí ææÑæÏ
Sedress,Sedress
Muthain Fakher Dubai,ãËíä İÇÎÑ ÏÈí
Wafi Carwash,æÇİí ááÛÓíá
The Egyptian World Food,ÇáÛĞÇÁ ÇáÚÇáãí ÇáãÕÑí
Tarouti,ÇáØÑæØí
Victoria Perfumes And Cosmetics,İíßÊæÑíÇ ááÚØæÑ æãÓÊÍÖÑÇÊ ÇáÊÌãíá
Price House (Al-Shamel),ÈÑÇíÓ åÇæÓ (ÇáÔÇãá)
Ankawa Iraqi,ÚäßÇæÇ ÇáÚÑÇŞíÉ
Shrimpy,ÌãÈÑí
Sallat Jerash,ÕáÇÊ ÌÑÔ
HAC,HAC
Eighty Eight Sweets And Juices,ËãÇäíÉ æËãÇäæä ÍáæíÇÊ æÚÕÇÆÑ
Aroos Al-Bahrain Jewellery,ãÌæåÑÇÊ ÚÑæÓ ÇáÈÍÑíä
ACIC,ACIC
Raei Pharmacy,ÕíÏáíÉ ÇáÑÚí
Saudi Deisel Equipment,ãÚÏÇÊ ÏíÒá ÇáÓÚæÏíÉ
Healthy Food,ØÚÇã ÕÍí
Anwar Al-Botor,ÃäæÑ ÇáÈÊæÑ
Mobile Store,ãÊÌÑ ÇáÌæÇá
Kokoro,ßæßæÑæ
Moon Shadow,Ùá ÇáŞãÑ
Shawarma 5,ÔÇæÑãÇ 5
BKS,BKS
Jawda Restaurant,ãØÚã ÌæÏÉ
Seema Fashion,ÓíãÇ İÇÔæä
Madad Shopping Center,ãÑßÒ ãÏÏ ááÊÓæŞ
Khan Ryhan,ÎÇä ÑíÍÇä
Mayar Supermarket,ãíÇÑ ÓæÈÑ ãÇÑßÊ
Crystal Paper,æÑŞ ßÑíÓÊÇá
Shawarma Madena,ÔÇæÑãÇ ãÏíäÉ
Sollï¿½r,Sollï¿1/2r
Wadi Al-Siraj,æÇÏí ÇáÓÑÇÌ
Mezzah,ãÒÉ
Shahi Chicken,ÔÇåí ÏÌÇÌ
Raey Samak,ÑÇí ÓãÇß
Manaret Al-Haramain Pharmacy,ÕíÏáíÉ ãäÇÑÉ ÇáÍÑãíä
Dental Eastern Smiles Lab,ãÎÊÈÑ ÇáÇÈÊÓÇãÇÊ ÇáÔÑŞíÉ áØÈ ÇáÃÓäÇä
Renewed,ãÌÏÏ
Fanoos,İÇäæÓ
Asida And Maraq,ÃÓíÏÇ æãÑŞ
Taib Tazaj New,ØíÈ ÊÒÇÌ ÌÏíÏ
Hazora Shawerma,åÒæÑÇ ÔÇæÑãÇ
Qufa Resturant,ãØÚã ŞæİÇ
Boudl Hotels,İäÇÏŞ ÈæÏá
Pinjab Sweet,ÈäÌÇÈ ÓæíÊ
Ibn Zohir Clince,ÇÈä ÒåíÑ ßáíäÓ
the Palm Coffe,ŞåæÉ ÇáäÎíá
Ayar Flower,ÒåÑÉ ÚíÇÑ
Detective Store,ãÊÌÑ ÇáãÈÇÍË
Noor Charcoal New,äæÑ İÍã ÌÏíÏ
Farooj AbuAbed,İÑæÌ ÃÈæ ÚÇÈÏ
Fatheerath Shawarma,ÔÇæÑãÇ İÊÍÇÊ
The Big Boss,ÇáÒÚíã ÇáßÈíÑ
Ezz Trading Establishment,ãÄÓÓÉ ÚÒ ÇáÊÌÇÑíÉ
Mahafil Al Mesk,ãåÇİíá ÇáãÓß
Tripper Inn,ÊÑíÈÑ Åä
Makhtaba AlMugtama,ãÎÊÈì ÇáãÛÊãì
Choco Crepe And Coffee,ßÑíÈ Ôæßæ æ ŞåæÉ
Asatir AlFarah,ÃÓÇØíÑ ÇáİÑÍ
Punjab Sweets,ÍáæíÇÊ ÇáÈäÌÇÈ
Taxi Shawarma,ÊÇßÓí ÔÇæÑãÇ
Zaitoon,ÒíÊæä
Bofiya Nasayim Harref,ÈæİíÉ äÓíã ÍÑíİ
Bandary Al-Khaleej Supermarket,ÈÇäÏÑí ÇáÎáíÌ ÓæÈÑ ãÇÑßÊ
6:00 AM,0.25
Lamsah Hand,áãÓÉ åÇäÏ
AHL Al Zainabiya Grocery,ÈŞÇáÉ AHL ÇáÒíäÈíÉ
Maiz,ãíÒ
Star Charcoal,äÌãÉ ÇáİÍã
Madadi,ãÏÇÏí
Shine Dental Lab,ãÎÊÈÑ ÔÇíä áØÈ ÇáÃÓäÇä
Sanabel Al-Shouk Bakery,ãÎÈÒ ÓäÇÈá ÇáÔæß
Gosto De Cafï¿½,[ÛæÓÊæ] Ïí ßÇİí?1/2
Abaya Althuraya,ÚÈÇíÉ ÇáËÑíÇ
Fathera As Ssakhana,İÇÏÑÇ ãËá ÓÓÇÎÇäÇ
Cebu Market,ÓæŞ ÓíÈæ
Roma Castle,ŞáÚÉ ÑæãÇ
Kabsa wa Ibdam,ßÈÓÉ æÚÈÏÇã
Shawarma Mama,ÔÇæÑãÇ ãÇãÇ
Modawir Cafeteria,ßÇİíÊÑíÇ ãÏæÇÑ
Nahar Markets,ÃÓæÇŞ ÇáäåÇÑ
Shalimar Restaurant,ãØÚã ÔÇáíãÇÑ
Fajr Saihat,İÌÑ ÓíÍÇÊ
Rivan Restaurant,ãØÚã ÑíİÇä
Beach Gate Grocery,ÈŞÇáÉ ÈíÊÔ ÌíÊ
Healthy Yard,ÓÇÍÉ ÕÍíÉ
Baking Time,æŞÊ ÇáÎÈÒ
FAL Paper,æÑŞ FAL
The Green Coral,ÇáãÑÌÇä ÇáÃÎÖÑ
Grapeleaf,ÇáÚäÈ
Qaisoom,ŞíÓæã
Fit Food Restaurant,ãØÚã İíÊ İæÏ
Eighty Eight Car Wash,ËãÇäíÉ æËãÇäæä ÛÓíá ÓíÇÑÇÊ
Jamal,ÌãÇá
O Cafï¿½,íÇ ãŞåì¿1/2
Sif World Pastry,Óíİ ææÑáÏ ÇáãÚÌäÇÊ
Rathath Al-Sharq,ÑÇËÇĞ ÇáÔÑŞ
Echarp,ÅÊÔÇÑÈ
Carpet,ÓÌÇÏÉ
Vape Smog,ÇáÖÈÇÈ ÇáÏÎÇäí
Crep House,ßÑíÈ åÇæÓ
Rai Samak,ÑÇí ÓãÇß
Anseef Restaurant,ãØÚã ÃäÕíİ
Hakuna Matata,åÇßæäÇ ãÇÊÇÊÇ
Dar Zaina,ÏÇÑ ÒíäÉ
Shawarma Dolma,ÔÇæÑãÇ ÏæáãÇ
We Care Hospirtal,äÍä äåÊã ÈÇáãÓÊäŞİ
Maaliq,ÇáãÇáß
Hodhod World,ÚÇáã åÏåÏ
Set AlSham,ÓÊ ÇáÔÇã
Gulf Bridge Laboratory,ãÎÊÈÑ ÌÓÑ ÇáÎáíÌ
Baba Bakers Sweets,ÍáæíÇÊ ÈÇÈÇ ÈíßÑÒ
Cavolo,ßÇİæáæ
Reyooq Cafï¿½,ãŞåì ÑíæŞ¿1/2
Khafji,ÇáÎİÌí
Seeds Salad,ÓáØÉ ÇáÈĞæÑ
Almadi Trading Company,ÔÑßÉ ÇáãÇÏí ÇáÊÌÇÑíÉ
Muscle Food,ØÚÇã ÇáÚÖáÇÊ
Five Zero Five Connection,ÇÊÕÇá ÎãÓÉ ÒíÑæ İÇíİ
Tune Cafï¿½,áÍä ÇáãŞåì¿1/2
Manar AlHaya Pharmacy,ÕíÏáíÉ ãäÇÑ ÇáÍíÇÉ
Cosz Burger,ßæÒ ÈÑÌÑ
Zamil Supply,ÇáÒÇãá ááÊæÑíÏ
Rowad Al Madar Maintenance Company,ÔÑßÉ ÑæÇÏ ÇáãÏÇÑ ááÕíÇäÉ
Savings Hall,ÕÇáÉ ÇáÊæİíÑ
Bayda Food Stuff,ÈíÖÉ ááãæÇÏ ÇáÛĞÇÆíÉ
Maimona Restaurant,ãØÚã ãíãæäÉ
WAG,åÒ
Faroj Al Akabir,İÇÑæŞ ÇáÃßÈíÑ
Hayba,åíÈÉ
Taka Shawarma,ÊÇßÇ ÔÇæÑãÇ
Alfa Alkhaleej,ÃáİÇ ÇáÎáíÌ
Skeek,Óßíß
Samoli Bar,ÓÇãæáí ÈÇÑ
Kees Falafel,ßíÓ İáÇİá
Riccis Bakery,ãÎÈÒ ÑíÊÔíÓ
Ruwad Al-Madar Maintenance Company,ÔÑßÉ ÑæÇÏ ãÏÇÑ ááÕíÇäÉ
Litore,áíÊæÑ
Eva Company for Food Products,ÔÑßÉ ÅíİÇ ááãäÊÌÇÊ ÇáÛĞÇÆíÉ
Kareem Restaurant,ãØÚã ßÑíã
Feasible Solutions,Íáæá ãÌÏíÉ
Healthy Box,ÕäÏæŞ ÕÍí
Naba Alsaha  Pharmacy,ÕíÏáíÉ äÈÃ ÇáÓÇÍÉ
Mohsin,ãÍÓä
Orjwan Flower,ÒåÑÉ ÃæÑÌæÇä
Le Chef,áæ Ôíİ
Shams Al-Zohoor,ÔãÓ ÇáÒåæÑ
Sherpa,ÔíÑÈÇ
Ahyan Fashion,ÃåíÇä İÇÔæä
Bokhari Mobahar (MB),ÈÎÇÑí ãÈÍÑ (MB)
Sheep #1,ÇáÃÛäÇã # 1
Khaldi,ÇáÎÇáÏí
Kojo,ßæÌæ
Ladna Restaurant And Cafï¿½,ãØÚã æãŞåì áÏäÇ¿1/2
Mummy,ãæãíÇÁ
Madah,ãÏÇÍ
Bakhshuwan,ÈÎÔæÇä
Piccolo,Èíßæáæ
Taybat Al-Khair,ØíÈÉ ÇáÎíÑ
Rumanah Restaurant,ãØÚã ÑãÇäÉ
Pharmacy Dose,ÌÑÚÉ ÇáÕíÏáíÉ
Donut Corner,Ñßä ÇáÏæäÇÊ
Sambosati,ÓÇãÈæÓÊí
Alnoor,ÇáäæÑ
Eclipse,ßÓæİ
Moasisat Qamar,ãÔÇÑßÇÊ ŞãÑ
KO Brosted,ßæ ÈÑæÓÊÏ
Diet Plan,ÎØÉ ÇáäÙÇã ÇáÛĞÇÆí
Supplement Time,æŞÊ ÇáãáÍŞ
ALKARAM,ÇáßÑã
Jazz,ÌÇÒ
Quma Al-Lahmo,ŞæãÉ ÇááÍãæ
Rawnd Hotel,İäÏŞ Rawnd
Koshari Hend,ßæÔÇÑí åäÏ
6 Pack Way,6 ÍÒãÉ ØÑíŞÉ
MN Trading,MN ááÊÌÇÑÉ
Hilal Al-Sharqi,åáÇá ÇáÔÑŞí
Plant,äÈÇÊ
Nasthi Zero,äÇÔËí ÒíÑæ
ASL Al-Bukhari,Ãåá ÇáÈÎÇÑí
Razizati,ÑÇÒíÒÊí
Moasisat Al-Aqeel,ãÔÇÑßÇÊ ÇáÚŞíá
Eileen,Çíáíä
Wash N Go,ÛÓá N Go
Salat Bit Al-Falafel,ÕáÇÉ ÈíÊ ÇáİáÇİá
Locate Market,ÊÍÏíÏ ãæŞÚ ÇáÓæŞ
Bar Code,ÇáÈÇÑßæÏ
Shawarma Barrel,ÔÇæÑãÇ ÈÑãíá
Century Wedding Center,ãÑßÒ ÒİÇİ ÇáŞÑä
Modern Sources Company,ÔÑßÉ ÇáãÕÇÏÑ ÇáÍÏíËÉ
Legabo,áíÌÇÈæ
Siyhad Foodstuff Company,ÔÑßÉ ÓíåÇÏ ááãæÇÏ ÇáÛĞÇÆíÉ
Genetic Group,ÇáãÌãæÚÉ ÇáæÑÇËíÉ
Tadawi Hospital,ãÓÊÔİì ÇáÊÏÇæí
Natfah,äÊİÇÉ
Diet Mix,ÏÇíÊ ãíßÓ
Falawath Plastic,İáæÇË ÈáÇÓÊíß
CDI Products,ãäÊÌÇÊ CDI
Turquoise Carwash,ÛÓíá ÇáÓíÇÑÇÊ ÇáİíÑæÒí
Talat Jabal,ØáÚÊ ÌÈá
Chicken Express,ÏÌÇÌ ÇßÓÈÑÓ
Senparts,Senparts
Lightech,áÇíÊíß
Grand Darbar,ÌÑÇäÏ ÏÑÈÇÑ
Sixty-Three Auto Spare Parts,ËáÇËÉ æÓÊæä ŞØÚ ÛíÇÑ ÓíÇÑÇÊ
Mataam Gamar,ãÊÇã ÌãÇÑ
Hospitality Palace,ŞÕÑ ÇáÖíÇİÉ
Fariq,İÇÑŞ
Shubak Omdah,ÔæÈß ÃãÏÉ
Zad AL Bahrain,ÒÇÏ ÇáÈÍÑíä
Dakah Sport,ÏßÉ ÓÈæÑÊ
Takyah Sheef,ÊŞíÉ Ôíİ
Khobs Masah Matwe,ÎæÈÓ ãÇÓÇå ãÇÊæí
Toasters,ÇáãÍÇãÕ
Sowailah,ÓæíáÉ
Mr. Diet,ÇáÓíÏ ÏÇíÊ
Sikka,ÓßÉ
Riyaah Alsalam Restaurant,ãØÚã ÑíÇÉ ÇáÓáÇã
Lechy,áíÊÔí
Shamel Falafil,ÔÇãá İáÇİá
Tharaa Bookstore,ãßÊÈÉ ËÑÇÁ
Farooj One,İÑæÌ æä
Jaz,ÌÇÒ
Textile Fabrics,ÃŞãÔÉ ÇáäÓíÌ
Hayat Al-Waraq Factory,ãÕäÚ ÍíÇÉ ÇáæÑÇŞ
Bahryat Express,ÇáÈÍÑíÇÊ ÇßÓÈÑíÓ
Hala Elhelw,åÇáÉ ÇáÍáæ
Atyaf Al-Nakhat,ÃØíÇİ ÇáäÎØ
Hana,åäÇÁ
Mashtal Al-Ghadeer,ãÔÊá ÇáÛÏíÑ
Shawarma Hazwra,ÔÇæÑãÇ åÒæÑÇ
ONS Sweet,ONS Íáæ
Boied,ÈæíÏ
Dar Afia Bahrain,ÏÇÑ ÚÇİíÉ ÇáÈÍÑíä
Mudeef Resturant HID,ãÏíİ ãØÚã HID
Almaha,ÇáãåÇ
Narges Flower,ÒåÑÉ ÇáäÑÌÓ
General Stores,ÇáãÊÇÌÑ ÇáÚÇãÉ
Munawer,ãäæÑ
Pastries And Bakeshop,ÇáãÚÌäÇÊ æÇáãÎÈÒ
KWATIM RESTURANT/BASSAM,ãØÚã ßæÇÊíã / ÈÓÇã
ALQIMAH CENTER(TOP)/MOHD.MANSOOR,ãÑßÒ ÇáŞãÉ(ÃÚáì) / ãÍãÏ ÇáÏİÇÚ. ãäÕæÑ
HARAT RAHAL BAKERIES & SWEET,ãÎÇÈÒ ÍÑÇÊ ÑÍÇá æÇáÍáæíÇÊ
Lamsat Shahad (LS),áãÓÇÊ ÔåÏ (LS)
Oasis Saving for Everything Centre,ãÑßÒ ÇáæÇÍÉ ááÊæİíÑ áßá ÔíÁ
